id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
64557,Tetraogallus,caspius,,birds,Caspian Snowcock,Albert Dees,Turkey,"Demirkazik, Turkey",38.991971,39.625282,2400,song,,,field recording,//xeno-canto.org/64557,https://xeno-canto.org/64557/download,caspian_snowcock.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZUVRBBDTAP/ffts/XC64557-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZUVRBBDTAP/ffts/XC64557-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZUVRBBDTAP/ffts/XC64557-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZUVRBBDTAP/ffts/XC64557-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZUVRBBDTAP/wave/XC64557-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZUVRBBDTAP/wave/XC64557-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZUVRBBDTAP/wave/XC64557-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:10,6.45,2009-04-21,2010-10-22,[],not the typical curlew-like song. mp3 from video-file,unknown,unknown,unknown,,,no,,,44100
802060,Ammoperdix,griseogularis,,birds,See-see Partridge,GABRIEL LEITE,Turkey,"Birecik, Şanlıurfa",37.1637,38.0604,750,call,male,adult,field recording,//xeno-canto.org/802060,https://xeno-canto.org/802060/download,XC802060-Ammoperdix-griseogularis_Deserto_2468.wav,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802060-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802060-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802060-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802060-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802060-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802060-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802060-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,07:00,2023-05-10,2023-05-17,[],,yes,yes,yes,,,no,Mix Pre 3,Sennheiser 67,48000
557956,Coturnix,coturnix,,birds,Common Quail,Özmen Yeltekin,Turkey,"Küküler, Süloğlu, Edirne",41.6955,26.9091,160,song,male,adult,field recording,//xeno-canto.org/557956,https://xeno-canto.org/557956/download,XC557956-coturnixcoturnix_özmen_yeltekin.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC557956-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC557956-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC557956-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC557956-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC557956-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC557956-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC557956-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:14,12:00,2020-05-04,2020-05-13,['Alauda arvensis'],,unknown,unknown,unknown,,,no,,,44100
802022,Alectoris,chukar,,birds,Chukar Partridge,GABRIEL LEITE,Turkey,"Türkoğlu, Kahramanmaraş",37.3938,36.9555,500,call,uncertain,adult,field recording,//xeno-canto.org/802022,https://xeno-canto.org/802022/download,XC802022-Alectoris-chukar_Gaziantep_2393.wav,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802022-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802022-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802022-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802022-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802022-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802022-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802022-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:05,15:00,2023-05-09,2023-05-17,[],,yes,yes,yes,,,no,Mix Pre 3,Sennheiser 67,48000
802021,Alectoris,chukar,,birds,Chukar Partridge,GABRIEL LEITE,Turkey,"Türkoğlu, Kahramanmaraş",37.3938,36.9555,500,call,uncertain,adult,field recording,//xeno-canto.org/802021,https://xeno-canto.org/802021/download,XC802021-Alectoris-chukar_Gaziantep_2392.wav,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802021-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802021-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802021-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802021-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802021-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802021-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802021-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:16,15:00,2023-05-09,2023-05-17,[],,yes,yes,yes,,,no,Mix Pre 3,Sennheiser 67,48000
561649,Alectoris,chukar,,birds,Chukar Partridge,Lider Sinav,Turkey,"Güneyyayla, Burdur Merkez, Burdur",37.6623,30.4618,1400,song,male,adult,field recording,//xeno-canto.org/561649,https://xeno-canto.org/561649/download,XC561649-al_chu.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC561649-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC561649-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC561649-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC561649-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC561649-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC561649-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC561649-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,1:01,08:20,2017-04-11,2020-05-24,['Saxicola rubicola'],,no,no,no,,,no,,,44100
432296,Caprimulgus,europaeus,,birds,European Nightjar,Murat Uyman,Turkey,"Fındıklı Köyü, Gelibolu, Çanakkale",40.4578,26.533,298,song,,,field recording,//xeno-canto.org/432296,https://xeno-canto.org/432296/download,XC432296-CobanAldatan.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC432296-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC432296-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC432296-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC432296-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC432296-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC432296-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC432296-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:35,05:10,2018-07-21,2018-08-28,[],,yes,yes,no,,,no,,,48000
559413,Caprimulgus,europaeus,,birds,European Nightjar,Mehmet ÜNLÜ,Turkey,"Yahyalı, Kayseri",38.0654,35.3883,1300,song,,,field recording,//xeno-canto.org/559413,https://xeno-canto.org/559413/download,XC559413-obanaldatan.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/EVOMNZZEKY/ffts/XC559413-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVOMNZZEKY/ffts/XC559413-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVOMNZZEKY/ffts/XC559413-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EVOMNZZEKY/ffts/XC559413-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/EVOMNZZEKY/wave/XC559413-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVOMNZZEKY/wave/XC559413-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVOMNZZEKY/wave/XC559413-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,E,0:15,22:00,2018-05-30,2020-05-18,[],,unknown,unknown,unknown,,,no,,,44100
797522,Tachymarptis,melba,,birds,Alpine Swift,Grégoire Chauvot,Turkey,"İstanbul, Beyoğlu, İstanbul",41.0366,28.9737,40,flight call,,,field recording,//xeno-canto.org/797522,https://xeno-canto.org/797522/download,XC797522-Martinets-VB-&-Tourterelle-Maillee.wav,"{'small': '//xeno-canto.org/sounds/uploaded/UVZCOYYCLV/ffts/XC797522-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UVZCOYYCLV/ffts/XC797522-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UVZCOYYCLV/ffts/XC797522-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UVZCOYYCLV/ffts/XC797522-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/UVZCOYYCLV/wave/XC797522-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UVZCOYYCLV/wave/XC797522-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UVZCOYYCLV/wave/XC797522-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:55,07:00,2022-06-06,2023-05-01,"['Spilopelia senegalensis', 'Corvus cornix']",,no,no,no,,,yes,Sony PCM M10,Lom Usi Pro,48000
802556,Tachymarptis,melba,melba,birds,Alpine Swift,Guy Kirwan,Turkey,"Demirkazık, Çamardı, Niğde",37.8586,35.1089,1700,flight call,uncertain,uncertain,field recording,//xeno-canto.org/802556,https://xeno-canto.org/802556/download,"XC802556-230509_04_Alpine-Swift_Demirkazik,-Niğde,-Turkey_8-May-2023.wav","{'small': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC802556-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC802556-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC802556-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC802556-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/wave/XC802556-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/wave/XC802556-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/wave/XC802556-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:51,17:30,2023-05-08,2023-05-20,[],,yes,yes,no,,,no,,,44100
801952,Tachymarptis,melba,,birds,Alpine Swift,GABRIEL LEITE,Turkey,"Demirkazık, Çamardı, Nigde",37.8602,35.0925,1600,flight call,uncertain,adult,field recording,//xeno-canto.org/801952,https://xeno-canto.org/801952/download,XC801952-Apus-melba_Adalagar_2322.wav,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801952-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801952-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801952-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801952-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801952-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801952-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801952-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:27,16:30,2023-05-08,2023-05-17,[],,yes,yes,no,,,no,Mix Pre 3,Sennheiser 67,48000
801951,Tachymarptis,melba,,birds,Alpine Swift,GABRIEL LEITE,Turkey,"Demirkazık, Çamardı, Nigde",37.8602,35.0925,1600,flight call,uncertain,adult,field recording,//xeno-canto.org/801951,https://xeno-canto.org/801951/download,XC801951-Apus-melba_Adalagar_2321.wav,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801951-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801951-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801951-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801951-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801951-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801951-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801951-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:09,16:30,2023-05-08,2023-05-17,[],,yes,yes,no,,,no,Mix Pre 3,Sennheiser 67,48000
28996,Tachymarptis,melba,melba,birds,Alpine Swift,Stuart Fisher,Turkey,"Galata, Istanbul ",41.0248,28.9742,80,"call, calls of passing bird",,,field recording,//xeno-canto.org/28996,https://xeno-canto.org/28996/download,Alpineswiftclose.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC28996-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC28996-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC28996-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC28996-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC28996-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC28996-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC28996-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:14,?,2007-04-25,2009-01-25,[],,unknown,unknown,unknown,,,no,,,44100
20189,Tachymarptis,melba,melba,birds,Alpine Swift,Stuart Fisher,Turkey,"Galata, Istanbul",41.0248,28.9742,80,"call, contact calls in flight",,,field recording,//xeno-canto.org/20189,https://xeno-canto.org/20189/download,Alpineswifts.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC20189-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC20189-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC20189-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC20189-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC20189-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC20189-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC20189-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:49,??-??,2007-04-25,2008-11-20,"['Apus apus', 'Passer domesticus']",,unknown,unknown,unknown,,,no,,,44100
19934,Tachymarptis,melba,melba,birds,Alpine Swift,Stuart Fisher,Turkey,"Galata, Istanbul",41.0248,28.9742,80,call,,,field recording,//xeno-canto.org/19934,https://xeno-canto.org/19934/download,Alpswift2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC19934-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC19934-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC19934-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC19934-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC19934-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC19934-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC19934-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,1:03,??:??,2007-04-25,2008-11-20,['Larus michahellis'],,unknown,unknown,unknown,,,no,,,44100
586892,Tachymarptis,melba,,birds,Alpine Swift,Lider Sinav,Turkey,"İstanbul, Kadıköy, İstanbul",40.9933,29.0391,10,song,uncertain,adult,field recording,//xeno-canto.org/586892,https://xeno-canto.org/586892/download,XC586892-apus_melba.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC586892-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC586892-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC586892-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC586892-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC586892-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC586892-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC586892-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:19,20:00,2020-09-06,2020-09-06,[],,yes,yes,no,,,no,,,44100
42399,Tachymarptis,melba,melba,birds,Alpine Swift,Stuart Fisher,Turkey,"Goreme, Cappadocia",38.6426,34.8448,1000,call,,,field recording,//xeno-canto.org/42399,https://xeno-canto.org/42399/download,AlpineSwiftGor.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC42399-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC42399-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC42399-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC42399-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC42399-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC42399-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC42399-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:10,20.00,2007-04-25,2010-01-07,['Passer domesticus'],Flying to roost in a building in the rocks,unknown,unknown,unknown,,,no,,,44100
806130,Apus,apus,,birds,Common Swift,Albert Lastukhin,Turkey,"Korkuteli, Antalya",36.8414,30.3354,1900,flight call,,adult,field recording,//xeno-canto.org/806130,https://xeno-canto.org/806130/download,"XC806130-Apus-apus-230509_002,2.mp3","{'small': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC806130-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC806130-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC806130-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC806130-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/wave/XC806130-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/wave/XC806130-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/wave/XC806130-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:10,10:00,2023-05-09,2023-06-02,[],,yes,yes,no,,,no,,,44100
42297,Apus,apus,,birds,Common Swift,Stuart Fisher,Turkey,"Galata, Istanbul ",41.0248,28.9742,80,"call, calls of a flock in flight",,,field recording,//xeno-canto.org/42297,https://xeno-canto.org/42297/download,SwiftsIstanbul.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC42297-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC42297-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC42297-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC42297-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC42297-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC42297-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC42297-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:13,?,2007-04-25,2010-01-05,"['Tachymarptis melba', 'Passer domesticus']",,unknown,unknown,unknown,,,no,,,44100
25820,Apus,pallidus,brehmorum,birds,Pallid Swift,Stuart Fisher,Turkey,Uludag ,40.0892,29.1445,1850,call,,,field recording,//xeno-canto.org/25820,https://xeno-canto.org/25820/download,PallidSwifted.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC25820-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC25820-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC25820-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC25820-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC25820-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC25820-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC25820-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:13,13:00,2007-05-06,2008-12-09,['Phoenicurus ochruros'],"Rather poor quality, recorded using camcorder",unknown,unknown,unknown,,,no,,,44100
651372,Cuculus,canorus,,birds,Common Cuckoo,Lider Sinav,Turkey,"Edremit, Van",38.3606,43.1531,1700,song,male,adult,field recording,//xeno-canto.org/651372,https://xeno-canto.org/651372/download,XC651372-cu_can.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC651372-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC651372-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC651372-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC651372-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC651372-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC651372-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC651372-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:17,12:00,2021-05-23,2021-05-24,"['Iduna pallida', 'Oriolus oriolus']",,yes,yes,no,,,no,,,44100
802077,Cuculus,canorus,,birds,Common Cuckoo,GABRIEL LEITE,Turkey,"Nizip, Gaziantep",37.0493,37.9682,340,song,uncertain,adult,field recording,//xeno-canto.org/802077,https://xeno-canto.org/802077/download,XC802077-Cuculus-canorus_Bericik2447.wav,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802077-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802077-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802077-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC802077-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802077-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802077-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC802077-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:08,10:30,2023-05-10,2023-05-17,[],,yes,yes,no,,,no,Mix Pre 3,Sennheiser 67,48000
806134,Cuculus,canorus,,birds,Common Cuckoo,Albert Lastukhin,Turkey,"Korkuteli, Antalya",36.8414,30.3354,1900,call-song,male,adult,field recording,//xeno-canto.org/806134,https://xeno-canto.org/806134/download,"XC806134-Cuculus-canorus-230509_003,13.mp3","{'small': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC806134-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC806134-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC806134-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC806134-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/wave/XC806134-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/wave/XC806134-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/wave/XC806134-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:10,10:00,2023-05-09,2023-06-02,"['Fringilla coelebs', 'Turdus merula']",,yes,yes,no,,,no,,,44100
801930,Cuculus,canorus,,birds,Common Cuckoo,GABRIEL LEITE,Turkey,"Yeşilhisar, Kayseri",38.2481,35.2006,1100,song,uncertain,adult,field recording,//xeno-canto.org/801930,https://xeno-canto.org/801930/download,XC801930-Cuculus-canorus_Sultan_2290.wav,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801930-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801930-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801930-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801930-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801930-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801930-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801930-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:17,07:30,2023-05-08,2023-05-17,[],,yes,yes,no,,,no,Mix Pre 3,Sennheiser 67,48000
620195,Pterocles,orientalis,,birds,Black-bellied Sandgrouse,Cedric Mroczko,Turkey,Göksu deltası,36.2944,33.9409,0,flight call,,,field recording,//xeno-canto.org/620195,https://xeno-canto.org/620195/download,XC620195-201220_002h.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620195-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620195-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620195-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620195-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620195-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620195-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620195-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,E,0:02,16:25,2020-12-20,2021-02-07,[],"High-pass filtered (250Hz, 6dB). d-100 + em172 clippy",no,no,no,,,no,,,44100
